Time	EMG	Muscle Force
0.13	-0.0281654	0.249117
0.131	0.0087183	0.249117
0.132	0.00960288	0.249117
0.133	0.0500176	0.249117
0.134	0.0725754	0.249117
0.135	0.0351426	0.249117
0.136	-0.0360878	0.249117
0.137	-0.0621189	0.249117
0.138	-0.0428795	0.249117
0.139	-0.0368927	0.249117
0.14	-0.0399786	0.249117
0.141	0.0434076	0.249117
0.142	0.0827064	0.249117
0.143	0.035853	0.249117
0.144	0.00865253	0.249117
0.145	-0.00609513	0.249117
0.146	0.00233164	0.249117
0.147	-0.0396476	0.249117
0.148	-0.0912897	0.249117
0.149	-0.00966237	0.249117
0.15	0.0290054	0.249117
0.151	0.0442524	0.249117
0.152	0.0503276	0.249117
0.153	0.00858593	0.249117
0.154	-0.0263302	0.249117
0.155	0.0017757	0.249117
0.156	0.00189453	0.249117
0.157	-0.0266952	0.249117
0.158	-0.0572897	0.249117
0.159	-0.0196267	0.249117
0.16	0.0525196	0.249117
0.161	0.0597551	0.249117
0.162	0.0293164	0.249117
0.163	-0.0309236	0.249117
0.164	-0.0423923	0.249117
0.165	-0.0194598	0.249117
0.166	0.00358101	0.249117
0.167	0.019918	0.249117
0.168	0.0107011	0.249117
0.169	0.0111561	0.249117
0.17	0.0012172	0.249117
0.171	-0.0320389	0.249117
0.172	-0.0111959	0.249117
0.173	0.02371	0.249117
0.174	0.010189	0.249117
0.175	-0.0263724	0.249117
0.176	0.000950916	0.249117
0.177	0.0339152	0.249117
0.178	0.0245023	0.249117
0.179	0.00985709	0.249117
0.18	-0.0500426	0.249117
0.181	-0.0718136	0.249117
0.182	0.00120681	0.249117
0.183	0.0527805	0.249117
0.184	0.0568357	0.249117
0.185	0.00770253	0.249117
0.186	-0.0287097	0.249117
0.187	-0.0263292	0.249117
0.188	-0.0105268	0.249117
0.189	0.0229361	0.248747
0.19	0.00594583	0.249117
0.191	-0.0363105	0.249117
0.192	-0.0133605	0.249117
0.193	0.02179	0.249117
0.194	0.0365164	0.248747
0.195	0.0115852	0.249117
0.196	-0.0144238	0.248747
0.197	-0.0207801	0.249117
0.198	-0.0195292	0.248747
0.199	0.00854478	0.249117
0.2	0.0351406	0.249117
0.201	-0.00181499	0.248747
0.202	-0.0354381	0.248747
0.203	-0.0293254	0.248747
0.204	0.0131525	0.248747
0.205	0.0360834	0.248747
0.206	0.043309	0.248747
0.207	0.0145508	0.248747
0.208	-0.0473965	0.248747
0.209	-0.0631012	0.248747
0.21	-0.0110143	0.248747
0.211	0.0608933	0.248747
0.212	0.0125756	0.248747
0.213	-0.0230104	0.248747
0.214	0.00911856	0.248747
0.215	0.0241567	0.248747
0.216	0.00172212	0.248747
0.217	-0.029944	0.248747
0.218	0.00210163	0.249117
0.219	0.00758388	0.248747
0.22	-0.0317937	0.248747
0.221	-0.0286227	0.248747
0.222	0.0340598	0.248747
0.223	0.0596274	0.248747
0.224	0.0103975	0.248747
0.225	-0.0282281	0.248747
0.226	-0.00283809	0.249117
0.227	-0.0121416	0.248747
0.228	-0.0136772	0.248747
0.229	-0.022507	0.248747
0.23	-0.025468	0.248747
0.231	0.00951362	0.248747
0.232	0.0381446	0.248747
0.233	0.053357	0.248747
0.234	0.0371087	0.248747
0.235	-0.026371	0.248747
0.236	-0.0521996	0.249117
0.237	-0.0474481	0.248747
0.238	-0.0151429	0.248747
0.239	0.0331723	0.248747
0.24	0.030734	0.248747
0.241	-0.00798057	0.248747
0.242	0.0112988	0.249117
0.243	-0.00944381	0.248747
0.244	0.0106411	0.248747
0.245	0.0287801	0.249117
0.246	0.000137494	0.248747
0.247	-0.053447	0.248747
0.248	-0.0355322	0.249117
0.249	0.00983869	0.248747
0.25	0.0281057	0.248747
0.251	0.0325145	0.249117
0.252	0.00243644	0.248747
0.253	-0.032288	0.249117
0.254	-0.0214031	0.248747
0.255	0.0296228	0.248747
0.256	0.0477546	0.249117
0.257	0.0120281	0.249117
0.258	-0.0441266	0.248747
0.259	-0.0464654	0.249117
0.26	-0.028087	0.248747
0.261	-0.00770587	0.249117
0.262	0.0181234	0.248747
0.263	0.059925	0.248747
0.264	0.0777148	0.249117
0.265	0.0143023	0.249117
0.266	-0.0467568	0.249117
0.267	-0.0835378	0.248747
0.268	-0.0537128	0.249117
0.269	-0.0192543	0.248747
0.27	0.0499885	0.249117
0.271	0.104051	0.249117
0.272	0.0639465	0.249117
0.273	-0.0316288	0.249117
0.274	-0.114096	0.249117
0.275	-0.0682461	0.249117
0.276	0.0312041	0.248747
0.277	0.0638274	0.249117
0.278	0.0404535	0.249117
0.279	0.0102168	0.249117
0.28	-0.0185532	0.249117
0.281	-0.0357191	0.249117
0.282	-0.0134783	0.248747
0.283	0.00979232	0.248747
0.284	0.00527044	0.249117
0.285	0.000132431	0.249117
0.286	-0.00626653	0.248747
0.287	-0.00265348	0.248747
0.288	0.00780989	0.249117
0.289	0.0155124	0.248747
0.29	-0.00175018	0.249117
0.291	-0.0120969	0.249117
0.292	0.00680785	0.249117
0.293	0.0321813	0.248747
0.294	0.00647256	0.249117
0.295	-0.0626657	0.249117
0.296	-0.0439401	0.248747
0.297	0.0223293	0.249117
0.298	0.0430819	0.249117
0.299	0.0227693	0.249117
0.3	0.00606334	0.249117
0.301	-0.0254294	0.249117
0.302	0.00557806	0.249117
0.303	-0.00517022	0.249117
0.304	-0.0262583	0.249117
0.305	0.0282607	0.249117
0.306	0.00417174	0.248747
0.307	-0.0175531	0.249117
0.308	-0.0144231	0.248747
0.309	0.0021838	0.249117
0.31	0.00329562	0.249117
0.311	0.0292034	0.249117
0.312	0.0421098	0.249117
0.313	-0.0462783	0.249117
0.314	-0.0328559	0.249117
0.315	0.0193089	0.249117
0.316	-0.0106419	0.249117
0.317	-0.0131259	0.249117
0.318	0.0223027	0.249117
0.319	0.024072	0.249117
0.32	-0.00947205	0.249117
0.321	-0.0053211	0.249117
0.322	0.00862762	0.249117
0.323	0.0100618	0.249117
0.324	-0.0160218	0.249117
0.325	-0.0334623	0.249117
0.326	-0.0162775	0.249117
0.327	-0.00250425	0.249117
0.328	0.0526789	0.249117
0.329	0.0665183	0.249117
0.33	-0.0163872	0.249117
0.331	-0.072756	0.249117
0.332	-0.0164484	0.249117
0.333	0.00571357	0.249117
0.334	-0.00410208	0.249117
0.335	0.0106068	0.248747
0.336	0.0609312	0.249117
0.337	0.00297737	0.249117
0.338	-0.0341366	0.249117
0.339	-0.0157104	0.249117
0.34	-0.03077	0.249117
0.341	0.023829	0.249117
0.342	0.0373232	0.249117
0.343	-0.0167096	0.249117
0.344	-0.00796623	0.249117
0.345	-0.00427672	0.249117
0.346	0.0258405	0.249117
0.347	-0.0299734	0.249117
0.348	-0.0490391	0.249117
0.349	0.0306714	0.249117
0.35	0.0637582	0.249117
0.351	0.0504124	0.249117
0.352	-0.0234821	0.249117
0.353	-0.0820097	0.249117
0.354	-0.0825094	0.249117
0.355	0.017125	0.249117
0.356	0.0839434	0.249117
0.357	0.0523459	0.249117
0.358	0.00702923	0.249117
0.359	-0.0107112	0.249117
0.36	-0.0477922	0.249117
0.361	-0.0253997	0.249117
0.362	-0.0163929	0.249117
0.363	0.0032948	0.249117
0.364	0.0357147	0.249117
0.365	0.0255818	0.249117
0.366	0.00791835	0.249117
0.367	-0.0273917	0.249117
0.368	-0.00805765	0.249117
0.369	0.00536934	0.249117
0.37	-0.0061572	0.249117
0.371	-0.0244627	0.249117
0.372	-0.0028324	0.248747
0.373	0.039488	0.249117
0.374	0.0446847	0.249117
0.375	-0.000777241	0.249117
0.376	-0.0378847	0.249117
0.377	-0.0457932	0.249117
0.378	-0.0406704	0.249117
0.379	0.00526446	0.249117
0.38	0.052619	0.249117
0.381	0.0564693	0.249117
0.382	0.0313046	0.249117
0.383	-0.0238324	0.249117
0.384	-0.033862	0.249117
0.385	-0.00303693	0.249117
0.386	-0.0504248	0.249117
0.387	-0.039717	0.249117
0.388	0.0122056	0.249117
0.389	0.0502002	0.249117
0.39	0.0400581	0.249117
0.391	0.0173535	0.249117
0.392	0.00635093	0.249117
0.393	0.00964308	0.249117
0.394	-0.00437637	0.249117
0.395	-0.0743014	0.249117
0.396	-0.0593746	0.249117
0.397	-0.0224719	0.249117
0.398	0.0205732	0.249117
0.399	0.0700578	0.249117
0.4	0.10736	0.249117
0.401	0.0650309	0.249117
0.402	-0.0638047	0.249117
0.403	-0.155319	0.249117
0.404	-0.0677082	0.249117
0.405	0.0430538	0.249117
0.406	0.0611376	0.248747
0.407	0.0550192	0.248747
0.408	0.0396205	0.248747
0.409	-0.0196111	0.248747
0.41	-0.0577415	0.248747
0.411	-0.0195829	0.248747
0.412	0.03157	0.248747
0.413	-0.00710933	0.248747
0.414	-0.0474311	0.248747
0.415	0.0247016	0.248747
0.416	0.039643	0.248747
0.417	0.00962766	0.248747
0.418	-0.0190672	0.248747
0.419	-0.000686188	0.248747
0.42	0.0385148	0.248747
0.421	-0.020922	0.248747
0.422	-0.0618799	0.248747
0.423	-0.0127472	0.248747
0.424	0.0219727	0.248747
0.425	0.0213398	0.248747
0.426	0.0361259	0.248747
0.427	0.0104879	0.248747
0.428	-0.0108975	0.248747
0.429	-0.00713811	0.248747
0.43	-0.0288293	0.248747
0.431	-0.0313786	0.248747
0.432	-0.0121585	0.248747
0.433	0.0167737	0.248747
0.434	0.0331625	0.248747
0.435	0.0353386	0.248747
0.436	0.0272455	0.248747
0.437	-0.020634	0.248747
0.438	-0.0477958	0.248747
0.439	-0.0355803	0.248747
0.44	0.0122205	0.248747
0.441	0.0274526	0.248747
0.442	-0.00294075	0.248747
0.443	-0.0110739	0.248747
0.444	-0.00232406	0.248747
0.445	0.0490803	0.248747
0.446	0.009177	0.248747
0.447	-0.024231	0.248747
0.448	-0.0256572	0.248747
0.449	0.00349805	0.248747
0.45	0.00310997	0.248747
0.451	-0.01741	0.248747
0.452	0.0181388	0.248747
0.453	0.042669	0.248747
0.454	-0.0264032	0.248747
0.455	-0.0478345	0.248747
0.456	-0.0102499	0.248747
0.457	0.0428505	0.248747
0.458	0.0175967	0.249117
0.459	-0.0058572	0.248747
0.46	0.0209516	0.249117
0.461	0.0264701	0.248747
0.462	-0.0210785	0.248747
0.463	-0.0549033	0.248747
0.464	-0.0518662	0.248747
0.465	-0.0012849	0.248747
0.466	0.0470932	0.248747
0.467	0.0503911	0.248747
0.468	0.0200965	0.248747
0.469	-0.00121055	0.249117
0.47	-0.0270329	0.249117
0.471	-0.0178871	0.248747
0.472	-0.0087508	0.248747
0.473	0.00803387	0.248747
0.474	0.00409613	0.248747
0.475	-0.0175818	0.248747
0.476	-0.0117558	0.248747
0.477	-0.00682754	0.248747
0.478	0.0108607	0.248747
0.479	0.0615193	0.248747
0.48	0.0216996	0.248747
0.481	-0.0498057	0.248747
0.482	-0.0433776	0.248747
0.483	0.0244058	0.248747
0.484	0.0319774	0.248747
0.485	-0.0169866	0.248747
0.486	-0.0282624	0.248747
0.487	-0.00706639	0.248747
0.488	0.0214596	0.248747
0.489	0.0209335	0.248747
0.49	0.00038186	0.248747
0.491	-0.0176457	0.248747
0.492	-0.0232462	0.248747
0.493	0.0222897	0.248747
0.494	0.0216294	0.248747
0.495	0.0269699	0.248747
0.496	0.00289368	0.248747
0.497	-0.0610488	0.248747
0.498	-0.0598812	0.248747
0.499	0.0195524	0.248747
0.5	0.0569901	0.248747
0.501	0.0247284	0.249117
0.502	-0.000468861	0.248747
0.503	-0.0145697	0.248747
0.504	-0.0142568	0.248747
0.505	0.0045867	0.248747
0.506	0.00676519	0.248747
0.507	0.00296852	0.248747
0.508	-0.0248092	0.248747
0.509	-0.0160059	0.248747
0.51	0.0150754	0.248747
0.511	0.0265475	0.248747
0.512	-0.00797469	0.248747
0.513	0.000242403	0.248747
0.514	-0.0125363	0.248747
0.515	-0.00874947	0.248747
0.516	0.00687849	0.248747
0.517	0.0220146	0.248747
0.518	0.02897	0.248747
0.519	-0.0155148	0.248747
0.52	-0.0223476	0.248747
0.521	-0.0243524	0.248747
0.522	-0.021396	0.248747
0.523	-0.0065633	0.248747
0.524	0.0281642	0.248747
0.525	0.0433266	0.248747
0.526	0.0218194	0.248747
0.527	0.00630296	0.248747
0.528	-0.00569235	0.248747
0.529	-0.01556	0.248747
0.53	-0.0672221	0.248747
0.531	-0.0903174	0.248747
0.532	0.0441941	0.248747
0.533	0.0901349	0.248747
0.534	0.0454	0.248747
0.535	0.0119398	0.248747
0.536	0.00195004	0.248747
0.537	-0.00518208	0.248747
0.538	-0.0648335	0.248747
0.539	-0.0569892	0.248747
0.54	-0.00818126	0.248747
0.541	0.0229775	0.248747
0.542	0.0158882	0.248747
0.543	0.03406	0.248747
0.544	0.0292672	0.248747
0.545	0.0301979	0.248747
0.546	-0.0264246	0.248747
0.547	-0.055021	0.248747
0.548	-0.000197545	0.248747
0.549	0.0333415	0.248747
0.55	0.0122446	0.248747
0.551	-0.0220446	0.248747
0.552	-0.0557106	0.248747
0.553	-0.0299877	0.248747
0.554	0.0312548	0.248747
0.555	0.0662698	0.248747
0.556	0.0494057	0.248747
0.557	-0.00404761	0.248747
0.558	-0.00288389	0.248747
0.559	-0.0461658	0.248747
0.56	-0.0579995	0.248747
0.561	-0.0196187	0.248747
0.562	0.0178143	0.248747
0.563	0.0393702	0.248747
0.564	0.0214556	0.248747
0.565	0.0153761	0.248747
0.566	0.0108609	0.248747
0.567	-0.0359495	0.248747
0.568	-0.0401943	0.248747
0.569	0.00488134	0.248747
0.57	0.00692142	0.248747
0.571	0.0175699	0.248747
0.572	0.0376291	0.248747
0.573	0.030834	0.248747
0.574	-0.0134848	0.248747
0.575	-0.069041	0.248747
0.576	-0.0713918	0.248747
0.577	0.0292123	0.248747
0.578	0.0830444	0.248747
0.579	0.00877298	0.248747
0.58	-0.0360439	0.248747
0.581	-0.0332283	0.248747
0.582	0.0296604	0.248747
0.583	0.0920062	0.248747
0.584	0.0226036	0.248747
0.585	-0.0761493	0.248747
0.586	-0.083963	0.248747
0.587	-0.0331781	0.248747
0.588	0.00777976	0.249117
0.589	0.023049	0.249117
0.59	0.0645042	0.248747
0.591	0.0845857	0.249117
0.592	0.00714913	0.249117
0.593	-0.0446635	0.248747
0.594	-0.0486046	0.249117
0.595	-0.0400186	0.249117
0.596	-0.028102	0.248747
0.597	-0.00964574	0.249117
0.598	0.0428972	0.248747
0.599	0.0593447	0.248747
0.6	0.0249395	0.249117
0.601	0.000894379	0.248747
0.602	-0.0342673	0.249117
0.603	-0.0470207	0.249117
0.604	-0.0229067	0.248747
0.605	0.0171452	0.248747
0.606	0.0233341	0.249117
0.607	0.0278853	0.249117
0.608	-0.00138905	0.249117
0.609	-0.00855951	0.249117
0.61	0.00773236	0.249117
0.611	-0.00370973	0.249117
0.612	-0.0107027	0.249117
0.613	-0.00798548	0.249117
0.614	-0.0644427	0.249117
0.615	-0.0230182	0.249117
0.616	0.115263	0.249117
0.617	0.0663986	0.249117
0.618	-0.0454348	0.249117
0.619	-0.0390349	0.249117
0.62	-0.0104733	0.249117
0.621	-0.0317413	0.249117
0.622	0.0348058	0.249117
0.623	0.00706669	0.249117
0.624	-0.0215308	0.249117
0.625	-0.00221817	0.249117
0.626	0.00482137	0.249117
0.627	0.0172911	0.249117
0.628	0.019291	0.249117
0.629	0.0120044	0.249117
0.63	-0.0193548	0.249117
0.631	-0.0278833	0.249117
0.632	-0.0165465	0.249117
0.633	0.0146569	0.249117
0.634	0.0263169	0.249117
0.635	0.017876	0.249117
0.636	-0.00792706	0.249117
0.637	-0.0534478	0.249117
0.638	0.0183344	0.249117
0.639	0.0167194	0.249117
0.64	-0.0087959	0.249117
0.641	-0.00510685	0.249117
0.642	0.00757147	0.248747
0.643	0.025632	0.249117
0.644	-0.00499295	0.249117
0.645	0.0183596	0.249117
0.646	0.000243402	0.248747
0.647	-0.0543352	0.249117
0.648	-0.0649379	0.249117
0.649	0.00123385	0.248747
0.65	0.090323	0.248747
0.651	0.0718755	0.249117
0.652	-0.0191012	0.249117
0.653	-0.0510613	0.249117
0.654	-0.0315527	0.249117
0.655	0.0195043	0.249117
0.656	0.0170624	0.249117
0.657	-0.0526463	0.249117
0.658	-0.0215223	0.249117
0.659	0.0244591	0.248747
0.66	0.0472494	0.249117
0.661	0.0414197	0.248747
0.662	0.00354017	0.248747
0.663	-0.0127107	0.248747
0.664	-0.037015	0.249117
0.665	-0.0436232	0.248747
0.666	-0.0317163	0.249117
0.667	-0.0142523	0.248747
0.668	0.0292177	0.248747
0.669	0.0881789	0.249117
0.67	0.0695762	0.249117
0.671	-0.0136251	0.249117
0.672	-0.0498861	0.249117
0.673	-0.071427	0.248747
0.674	-0.0437209	0.249117
0.675	0.00564166	0.249117
0.676	0.0156764	0.249117
0.677	0.0319039	0.249117
0.678	0.0536803	0.249117
0.679	0.040175	0.249117
0.68	0.00978524	0.249117
0.681	-0.0696185	0.249117
0.682	-0.0570807	0.249117
0.683	-0.00330111	0.249117
0.684	0.00568404	0.249117
0.685	-0.00990942	0.249117
0.686	0.047849	0.249117
0.687	0.0823357	0.248747
0.688	0.0153005	0.249117
0.689	-0.0939249	0.249117
0.69	-0.0540265	0.249117
0.691	0.0146571	0.249117
0.692	-0.0321702	0.249117
0.693	0.059492	0.249117
0.694	0.0573647	0.249117
0.695	-0.00907505	0.249117
0.696	-0.0164522	0.249117
0.697	-0.000110774	0.249117
0.698	-0.0129635	0.249117
0.699	-0.0113181	0.249117
0.7	-0.0102536	0.249117
0.701	-0.00102997	0.249117
0.702	-0.0199935	0.249117
0.703	0.00116545	0.249117
0.704	0.00256495	0.249117
0.705	0.0521998	0.249117
0.706	0.0380062	0.249117
0.707	-0.00161394	0.249117
0.708	-0.0140173	0.249117
0.709	-0.0575308	0.249117
0.71	-0.0234341	0.249117
0.711	0.012548	0.249117
0.712	0.00754263	0.249117
0.713	-0.00461725	0.249117
0.714	-0.0279398	0.249117
0.715	0.000779305	0.249117
0.716	0.0815119	0.249117
0.717	0.0685653	0.249117
0.718	0.00716385	0.249117
0.719	-0.0787179	0.249117
0.72	-0.100657	0.249117
0.721	-0.0353377	0.249488
0.722	0.0371963	0.249117
0.723	0.0709541	0.249488
0.724	0.0449349	0.249117
0.725	-0.00562248	0.249488
0.726	-0.0160333	0.249117
0.727	-0.000379834	0.249488
0.728	0.010717	0.249488
0.729	-0.0425199	0.249117
0.73	-0.0377089	0.249488
0.731	-0.0100539	0.249488
0.732	0.0140414	0.249117
0.733	0.0206456	0.249117
0.734	0.0621665	0.249117
0.735	0.0502247	0.249117
0.736	-0.00511991	0.249117
0.737	-0.0705044	0.249117
0.738	-0.129057	0.249117
0.739	0.00706388	0.249117
0.74	0.128509	0.249117
0.741	0.0585014	0.249117
0.742	-0.0439592	0.249117
0.743	-0.0411751	0.249117
0.744	-0.027488	0.249117
0.745	0.0037144	0.249117
0.746	0.0346569	0.249117
0.747	-0.0047372	0.249117
0.748	-0.0251863	0.249117
0.749	0.0156755	0.249117
0.75	0.0330859	0.249117
0.751	0.0152558	0.249117
0.752	-0.00856411	0.249117
0.753	-0.0171473	0.249117
0.754	-0.05433	0.249117
0.755	-0.0309062	0.249117
0.756	0.0284542	0.249117
0.757	0.0435182	0.249117
0.758	0.0357358	0.249117
0.759	-0.0127019	0.249117
0.76	-0.0721503	0.249117
0.761	0.0207053	0.249117
0.762	0.119896	0.249117
0.763	0.034599	0.249117
0.764	-0.11019	0.249117
0.765	-0.144641	0.249117
0.766	-0.0375484	0.249117
0.767	0.0881046	0.249117
0.768	0.120007	0.249117
0.769	0.0857555	0.249117
0.77	-0.0041222	0.249117
0.771	-0.084368	0.248747
0.772	-0.0847101	0.248747
0.773	-0.0496935	0.249117
0.774	0.0142582	0.248747
0.775	0.028675	0.249117
0.776	0.0443865	0.249117
0.777	0.0829795	0.249117
0.778	0.0393559	0.248747
0.779	-0.0370882	0.248747
0.78	-0.0846306	0.249117
0.781	-0.0941282	0.249117
0.782	-0.00868875	0.249117
0.783	0.0580178	0.249117
0.784	0.0441553	0.249117
0.785	0.0484495	0.249117
0.786	0.00614405	0.249117
0.787	0.0529041	0.249117
0.788	0.00555992	0.249117
0.789	-0.118513	0.249117
0.79	-0.0815967	0.249117
0.791	-0.0257	0.249117
0.792	0.0269701	0.249117
0.793	0.105145	0.249117
0.794	0.0761839	0.249117
0.795	-0.00752945	0.249117
0.796	-0.0128617	0.248747
0.797	-0.047751	0.248747
0.798	-0.0677864	0.248747
0.799	-0.0050438	0.248747
0.8	0.00765759	0.248747
0.801	0.0170991	0.249117
0.802	-0.00659812	0.248747
0.803	0.00884978	0.248747
0.804	0.0640379	0.249117
0.805	0.0616391	0.249117
0.806	0.0325189	0.248747
0.807	-0.0711007	0.249117
0.808	-0.155086	0.248747
0.809	-0.0889872	0.248747
0.81	0.0206501	0.248747
0.811	0.119024	0.249117
0.812	0.143396	0.249117
0.813	0.0545856	0.248747
0.814	-0.0391811	0.248747
0.815	-0.0898386	0.248747
0.816	-0.0751551	0.249117
0.817	-0.00137614	0.248747
0.818	-0.0136882	0.248747
0.819	-0.00384794	0.248747
0.82	0.00960192	0.249117
0.821	0.0165874	0.248747
0.822	0.0531713	0.248747
0.823	0.052605	0.248747
0.824	0.0219882	0.249117
0.825	-0.0253147	0.249117
0.826	-0.00907986	0.249117
0.827	-0.0066726	0.249117
0.828	-0.0732605	0.249117
0.829	-0.0836214	0.249117
0.83	-0.0168181	0.249117
0.831	0.0247385	0.249117
0.832	0.0600112	0.249117
0.833	0.0621798	0.249117
0.834	0.109755	0.249117
0.835	0.046718	0.249117
0.836	-0.0392636	0.249117
0.837	-0.105728	0.249117
0.838	-0.0939915	0.249117
0.839	-0.0331785	0.249117
0.84	-0.0265744	0.249117
0.841	-0.0370101	0.249117
0.842	0.0608934	0.249117
0.843	0.168222	0.249117
0.844	0.10458	0.249117
0.845	-0.0137453	0.249117
0.846	-0.0180169	0.249117
0.847	-0.0836684	0.249117
0.848	-0.145713	0.249117
0.849	-0.139076	0.249117
0.85	0.0325769	0.249117
0.851	0.16631	0.249117
0.852	0.148725	0.249117
0.853	0.079095	0.249117
0.854	-0.032749	0.249117
0.855	-0.144146	0.249117
0.856	-0.135887	0.249117
0.857	-0.0142386	0.249117
0.858	0.00707544	0.249117
0.859	0.0384066	0.249117
0.86	0.102353	0.249117
0.861	0.127804	0.249117
0.862	0.0467306	0.249117
0.863	-0.111302	0.249117
0.864	-0.155595	0.249117
0.865	-0.0306572	0.249117
0.866	0.0465431	0.249117
0.867	0.0203772	0.249117
0.868	-0.00781494	0.249117
0.869	-0.0320572	0.249117
0.87	0.0360871	0.249117
0.871	0.0922691	0.249117
0.872	0.101332	0.249117
0.873	0.033714	0.249117
0.874	-0.0973427	0.249117
0.875	-0.161902	0.249117
0.876	-0.13222	0.249117
0.877	-0.000294868	0.249117
0.878	0.112249	0.249117
0.879	0.119255	0.249117
0.88	0.0777996	0.249117
0.881	0.0382931	0.249117
0.882	0.00806475	0.249117
0.883	-0.093925	0.249117
0.884	-0.125992	0.249117
0.885	-0.0641735	0.249117
0.886	0.0359491	0.249117
0.887	0.0691096	0.249117
0.888	0.025882	0.249117
0.889	0.0181742	0.249117
0.89	-0.00635154	0.249117
0.891	0.0148957	0.249117
0.892	0.0344962	0.249117
0.893	0.0149781	0.249117
0.894	-0.0201804	0.248747
0.895	-0.0558486	0.249117
0.896	-0.0544994	0.249117
0.897	-0.0439386	0.249117
0.898	-0.0077095	0.249117
0.899	0.0365352	0.248747
0.9	0.0885743	0.249117
0.901	0.0889672	0.249117
0.902	0.0237743	0.249117
0.903	-0.0519292	0.249117
0.904	-0.0793335	0.248747
0.905	-0.0350773	0.249117
0.906	-0.0243487	0.249117
0.907	-0.0240352	0.249117
0.908	0.00501162	0.249117
0.909	0.0413316	0.249117
0.91	0.060553	0.249117
0.911	0.0606871	0.249117
0.912	0.01491	0.249117
0.913	-0.0435781	0.249117
0.914	-0.0565491	0.249117
0.915	-0.0370298	0.249117
0.916	-0.0245981	0.249117
0.917	-0.0235684	0.249117
0.918	0.0206667	0.249117
0.919	0.0457635	0.249117
0.92	0.107348	0.249117
0.921	0.00894618	0.249117
0.922	-0.0376488	0.249117
0.923	-0.0167385	0.249117
