Time	EMG	Muscle Force
0.106	0.0100491	0.248747
0.107	-0.0167776	0.248747
0.108	-0.0361246	0.248747
0.109	-0.0256981	0.248747
0.11	-0.0202688	0.248747
0.111	-0.0339185	0.249117
0.112	-0.0499555	0.249117
0.113	0.000123911	0.248747
0.114	0.123157	0.249117
0.115	0.148852	0.248747
0.116	0.0143087	0.248747
0.117	-0.163362	0.248747
0.118	-0.144871	0.248747
0.119	-0.0181887	0.248747
0.12	0.080734	0.248747
0.121	0.0956267	0.248747
0.122	0.0822144	0.249117
0.123	-0.0497537	0.249117
0.124	-0.0720192	0.249117
0.125	-0.0150691	0.248747
0.126	-0.0251796	0.248747
0.127	0.00221107	0.249117
0.128	0.0325676	0.248747
0.129	0.0247202	0.248747
0.13	0.0103233	0.248747
0.131	0.0307196	0.248747
0.132	0.0127885	0.249117
0.133	-0.063021	0.249117
0.134	-0.0586134	0.249117
0.135	-0.012228	0.248747
0.136	0.0175271	0.249117
0.137	0.0251773	0.248747
0.138	0.0763387	0.248747
0.139	0.0500675	0.248747
0.14	-0.0453736	0.248747
0.141	-0.0682606	0.249117
0.142	-0.0364472	0.248747
0.143	0.013412	0.249117
0.144	0.0246309	0.249117
0.145	0.00599813	0.248747
0.146	0.0109403	0.248747
0.147	-0.00590929	0.248747
0.148	-0.00133701	0.248747
0.149	0.0134475	0.249117
0.15	0.0153411	0.248747
0.151	0.00860158	0.248747
0.152	0.0103207	0.249117
0.153	-0.0465553	0.249117
0.154	-0.0532072	0.248747
0.155	-0.00884559	0.249117
0.156	0.0431134	0.249117
0.157	0.0210293	0.249117
0.158	0.0377907	0.248747
0.159	0.0354103	0.248747
0.16	-0.016246	0.248747
0.161	-0.0679629	0.249117
0.162	-0.0572961	0.248747
0.163	0.0218913	0.248747
0.164	0.0504805	0.248747
0.165	0.0318794	0.249117
0.166	-0.0164502	0.249117
0.167	-0.0278997	0.248747
0.168	-0.0118787	0.248747
0.169	0.0186322	0.248747
0.17	0.0315652	0.248747
0.171	0.00796054	0.248747
0.172	-0.0284356	0.248747
0.173	-0.0509394	0.248747
0.174	-0.00234027	0.249117
0.175	0.0420943	0.248747
0.176	0.0353628	0.248747
0.177	-0.0184617	0.248747
0.178	-0.0352998	0.248747
0.179	-0.00374231	0.248747
0.18	0.00901325	0.248747
0.181	0.0424966	0.248747
0.182	0.0387776	0.248747
0.183	-0.037514	0.248747
0.184	-0.0933314	0.248747
0.185	-0.0437913	0.248747
0.186	0.0908379	0.248747
0.187	0.073277	0.248747
0.188	0.0143048	0.248747
0.189	-0.0278755	0.248747
0.19	-0.0790499	0.248747
0.191	-0.0347848	0.248747
0.192	0.0280082	0.248747
0.193	0.0285961	0.248747
0.194	0.0371692	0.248747
0.195	0.0087183	0.249117
0.196	-0.0123739	0.248747
0.197	-0.00882882	0.248747
0.198	-0.00639066	0.248747
0.199	-0.0372544	0.248747
0.2	-0.0260019	0.248747
0.201	0.00605524	0.248747
0.202	0.0396676	0.248747
0.203	0.0606193	0.248747
0.204	0.0436301	0.249117
0.205	-0.0128894	0.248747
0.206	-0.0955665	0.248747
0.207	-0.0938872	0.249117
0.208	-0.036736	0.248747
0.209	0.0878328	0.248747
0.21	0.132166	0.248747
0.211	0.0573588	0.248747
0.212	-0.0444166	0.248747
0.213	-0.105984	0.248747
0.214	-0.0355269	0.248747
0.215	0.0296376	0.248747
0.216	-0.016343	0.248747
0.217	-0.00227486	0.248747
0.218	0.00987683	0.248747
0.219	0.0420493	0.248747
0.22	0.0760163	0.248747
0.221	0.00772957	0.248747
0.222	-0.0698274	0.248747
0.223	-0.0794289	0.248747
0.224	-0.0148847	0.248747
0.225	0.0286008	0.248747
0.226	0.0504585	0.248747
0.227	0.0290074	0.248747
0.228	-0.0149484	0.248747
0.229	-0.0268349	0.248747
0.23	-0.0129044	0.248747
0.231	0.0361941	0.248747
0.232	0.0259109	0.248747
0.233	-0.0317832	0.248747
0.234	-0.0483756	0.248747
0.235	-0.0163169	0.248747
0.236	0.0238039	0.248747
0.237	0.0519111	0.248747
0.238	0.0424912	0.248747
0.239	-0.0266989	0.248747
0.24	-0.0702949	0.248747
0.241	-0.00490264	0.248747
0.242	0.0270987	0.248747
0.243	0.0209769	0.248747
0.244	0.0111644	0.248747
0.245	-0.0245173	0.248747
0.246	-0.0276469	0.248747
0.247	0.00106686	0.248747
0.248	0.0554511	0.248747
0.249	0.0150424	0.248747
0.25	-0.0138615	0.248747
0.251	-0.0245949	0.248747
0.252	-0.019837	0.248747
0.253	-0.0119818	0.248747
0.254	0.00829843	0.248747
0.255	0.025837	0.248747
0.256	0.00104495	0.248747
0.257	-0.0108817	0.248747
0.258	0.0184807	0.248747
0.259	0.0370073	0.248747
0.26	-0.00372663	0.248747
0.261	-0.0610086	0.248747
0.262	-0.0605091	0.248747
0.263	-0.0165113	0.248747
0.264	0.0719462	0.248747
0.265	0.119662	0.248747
0.266	0.00827039	0.248747
0.267	-0.0752639	0.248747
0.268	-0.0888921	0.248747
0.269	-0.0179731	0.248747
0.27	0.0357166	0.248747
0.271	0.0509003	0.248747
0.272	0.0441621	0.248747
0.273	-0.0305525	0.249117
0.274	-0.0539945	0.249117
0.275	-0.012256	0.249117
0.276	0.0209169	0.248747
0.277	0.0583485	0.249117
0.278	-0.000508696	0.248747
0.279	-0.0350074	0.248747
0.28	0.00169587	0.249117
0.281	0.00238822	0.249117
0.282	-0.00242729	0.249117
0.283	-0.0378802	0.248747
0.284	-0.0550167	0.249117
0.285	0.0209798	0.249117
0.286	0.0978346	0.249117
0.287	0.0869408	0.249117
0.288	-0.0258323	0.249117
0.289	-0.0734829	0.249117
0.29	-0.0916855	0.249117
0.291	-0.0120237	0.249117
0.292	0.0574676	0.249117
0.293	0.0478	0.249117
0.294	0.00706397	0.249117
0.295	-0.0446579	0.249117
0.296	-0.0426948	0.249117
0.297	0.0199123	0.249117
0.298	0.0976525	0.249117
0.299	0.045647	0.248747
0.3	-0.0458021	0.248747
0.301	-0.0839281	0.249117
0.302	-0.0385092	0.249117
0.303	-0.00856951	0.249117
0.304	0.0420331	0.248747
0.305	0.0383605	0.248747
0.306	-0.0133189	0.249117
0.307	-0.000939399	0.249117
0.308	0.0313714	0.249117
0.309	0.0450426	0.248747
0.31	-0.00304389	0.248747
0.311	-0.077073	0.249117
0.312	-0.0694693	0.249117
0.313	0.00042418	0.248747
0.314	0.060249	0.248747
0.315	0.0791522	0.248747
0.316	0.00709773	0.248747
0.317	-0.065457	0.249117
0.318	-0.0769213	0.248747
0.319	0.0230905	0.248747
0.32	0.0960408	0.249117
0.321	0.0423223	0.249117
0.322	-0.0471699	0.249117
0.323	-0.0696852	0.249117
0.324	-0.0522523	0.249117
0.325	0.0290659	0.249117
0.326	0.0778544	0.249117
0.327	0.0359073	0.249117
0.328	-0.0324603	0.249117
0.329	-0.0584462	0.249117
0.33	-0.0130539	0.249117
0.331	0.0616348	0.249117
0.332	0.0318283	0.249117
0.333	-0.0503891	0.249117
0.334	-0.0674602	0.249117
0.335	0.021815	0.249117
0.336	0.085082	0.249117
0.337	0.0435138	0.249117
0.338	-0.0236603	0.249117
0.339	-0.0778603	0.249117
0.34	-0.0755297	0.249117
0.341	-0.0185059	0.249117
0.342	0.0893407	0.249117
0.343	0.106404	0.249117
0.344	0.0156217	0.249117
0.345	-0.0305561	0.249117
0.346	-0.0501925	0.249117
0.347	-0.0639309	0.249117
0.348	-0.0451361	0.249117
0.349	0.0175824	0.249117
0.35	0.0811591	0.249117
0.351	0.0112217	0.249117
0.352	0.0136362	0.249117
0.353	0.0296014	0.249117
0.354	0.0200645	0.249117
0.355	-0.0275431	0.249117
0.356	-0.0925463	0.249117
0.357	-0.0515586	0.249117
0.358	0.0263869	0.249117
0.359	0.0336986	0.249117
0.36	0.0361504	0.249117
0.361	0.0544416	0.249117
0.362	-8.0207e-05	0.249117
0.363	-0.0345889	0.249117
0.364	-0.0262532	0.249117
0.365	0.0209588	0.249117
0.366	-0.0193375	0.249117
0.367	-0.0290482	0.249117
0.368	-0.00656443	0.249117
0.369	0.00629615	0.249117
0.37	0.0034584	0.249117
0.371	0.0477322	0.249117
0.372	0.0529266	0.249117
0.373	-0.0303854	0.249117
0.374	-0.0493048	0.249117
0.375	-0.031452	0.249117
0.376	0.0162241	0.249117
0.377	0.0288705	0.249117
0.378	-0.00890374	0.249117
0.379	-0.00431767	0.249117
0.38	-0.0145181	0.249117
0.381	0.00164303	0.249117
0.382	0.0399105	0.249117
0.383	0.0210423	0.249117
0.384	-0.0227383	0.249117
0.385	-0.0147748	0.249117
0.386	-0.0167115	0.249117
0.387	-0.0233112	0.249117
0.388	0.0175987	0.249117
0.389	0.0585037	0.249117
0.39	-0.028008	0.249117
0.391	-0.0909505	0.249117
0.392	0.0480933	0.249117
0.393	0.0945261	0.249117
0.394	0.0184231	0.249117
0.395	-0.0257006	0.249117
0.396	-0.0952937	0.249117
0.397	-0.0550319	0.249117
0.398	0.0442285	0.249117
0.399	0.0341718	0.249117
0.4	0.0281701	0.249117
0.401	0.0293816	0.249117
0.402	-0.0165783	0.249117
0.403	-0.0218869	0.249117
0.404	0.0391693	0.249117
0.405	0.0380716	0.249117
0.406	-0.0844907	0.249117
0.407	-0.128133	0.249117
0.408	0.00807986	0.249117
0.409	0.0990651	0.249117
0.41	0.0561405	0.249117
0.411	0.0277479	0.249117
0.412	0.00731529	0.249117
0.413	-0.0249577	0.249117
0.414	-0.0229837	0.249117
0.415	-0.0262898	0.249117
0.416	-0.0275528	0.249117
0.417	-0.0356893	0.249117
0.418	-0.00340866	0.249117
0.419	0.0474352	0.249117
0.42	0.0624637	0.249117
0.421	0.0147838	0.249117
0.422	-0.0314316	0.249117
0.423	-0.0411362	0.249117
0.424	0.00472682	0.249117
0.425	0.0497922	0.249117
0.426	0.000734391	0.249117
0.427	-0.0395946	0.249117
0.428	-0.0331409	0.249117
0.429	-0.0145454	0.249117
0.43	-0.01347	0.249117
0.431	0.0439991	0.249117
0.432	0.0393347	0.249117
0.433	-0.0188652	0.249117
0.434	0.0952623	0.249117
0.435	-0.0102105	0.249117
0.436	-0.0652579	0.249117
0.437	-0.0498874	0.249117
0.438	-0.0396925	0.249117
0.439	0.0179041	0.249117
0.44	0.0088248	0.249117
0.441	0.00227463	0.249117
0.442	0.0627991	0.249117
0.443	0.0409862	0.249117
0.444	-0.0156503	0.249117
0.445	0.0102016	0.249117
0.446	-0.0142906	0.249117
0.447	-0.0922559	0.249117
0.448	-0.0227204	0.249117
0.449	0.0720492	0.249117
0.45	0.0255903	0.249117
0.451	-0.0232343	0.249117
0.452	-0.0389432	0.249117
0.453	-0.0225633	0.249117
0.454	0.0336694	0.249117
0.455	0.0894359	0.249117
0.456	0.0358273	0.249117
0.457	-0.0177041	0.249117
0.458	-0.0560715	0.249117
0.459	-0.0923131	0.249117
0.46	-0.041582	0.249117
0.461	0.0555952	0.248747
0.462	0.0421876	0.249117
0.463	-0.00362677	0.249117
0.464	0.0425622	0.249117
0.465	0.0295618	0.249117
0.466	0.00430099	0.249117
0.467	-0.0076094	0.249117
0.468	-0.0566331	0.249117
0.469	-0.043504	0.249117
0.47	-0.0204375	0.249117
0.471	-0.00315837	0.248747
0.472	0.0595707	0.249117
0.473	0.0733398	0.249117
0.474	-0.0184491	0.249117
0.475	-0.0547469	0.249117
0.476	0.0142804	0.249117
0.477	0.0053412	0.249117
0.478	-0.0364172	0.249117
0.479	-0.0154105	0.249117
0.48	0.0267607	0.249117
0.481	0.0626713	0.248747
0.482	-0.00566461	0.249117
0.483	-0.0485186	0.249117
0.484	-0.0256439	0.249117
0.485	-0.0130742	0.249117
0.486	-0.000530022	0.249117
0.487	0.0484067	0.249117
0.488	0.03431	0.249117
0.489	0.0376276	0.249117
0.49	-0.0143264	0.248747
0.491	-0.087311	0.249117
0.492	-0.0445482	0.249117
0.493	-0.00944483	0.249117
0.494	0.0447038	0.249117
0.495	0.0523891	0.249117
0.496	0.0255256	0.249117
0.497	0.00622395	0.249117
0.498	-0.0522896	0.249117
0.499	-0.0138877	0.249117
0.5	0.0165016	0.249117
0.501	0.0100124	0.249117
0.502	-0.00434054	0.249117
0.503	-0.0342142	0.249117
0.504	-0.038099	0.249117
0.505	0.064527	0.249117
0.506	0.0737799	0.249117
0.507	-0.0457202	0.249117
0.508	-0.0841402	0.249117
0.509	0.00363962	0.249117
0.51	0.0532797	0.249117
0.511	0.0446025	0.249117
0.512	0.0209989	0.249117
0.513	-0.0182936	0.249117
0.514	-0.0655668	0.249117
0.515	-0.0579093	0.249117
0.516	0.0246284	0.249117
0.517	0.0440442	0.249117
0.518	0.00849255	0.249117
0.519	-0.0029236	0.249117
0.52	0.00240471	0.249117
0.521	0.0501421	0.249117
0.522	0.037797	0.249117
0.523	-0.0196709	0.249117
0.524	-0.079294	0.249117
0.525	-0.104379	0.249117
0.526	0.0151282	0.249117
0.527	0.095086	0.249117
0.528	0.0506226	0.249117
0.529	0.012627	0.249117
0.53	-0.0339072	0.249117
0.531	-0.0109584	0.249117
0.532	0.000955268	0.249117
0.533	-0.0214682	0.249488
0.534	-0.00420589	0.249117
0.535	0.0195179	0.249117
0.536	-8.62561e-05	0.249117
0.537	-0.0121718	0.249488
0.538	0.00516095	0.249117
0.539	0.0140036	0.249117
0.54	-0.000734861	0.249117
0.541	-0.0357274	0.249117
0.542	0.00530236	0.249117
0.543	0.0318902	0.249117
0.544	0.0103546	0.249117
0.545	-0.00887666	0.249117
0.546	-0.0112555	0.249117
0.547	-0.013697	0.249117
0.548	0.0216091	0.249117
0.549	0.0120926	0.249117
0.55	0.000335012	0.249117
0.551	-0.0196881	0.249117
0.552	-0.0222348	0.249117
0.553	-0.0605725	0.249117
0.554	0.0200567	0.249117
0.555	0.113231	0.249117
0.556	0.0664642	0.249117
0.557	-0.0685769	0.249117
0.558	-0.0795717	0.249117
0.559	-0.018102	0.249117
0.56	0.0299952	0.249117
0.561	0.0490172	0.249117
0.562	-0.0156518	0.249117
0.563	-0.0528729	0.249117
0.564	-0.0276462	0.249117
0.565	0.0628455	0.249117
0.566	0.071427	0.249117
0.567	-0.0188395	0.249117
0.568	-0.0392478	0.249117
0.569	-0.0268445	0.249117
0.57	-0.000653928	0.249117
0.571	0.0113375	0.249117
0.572	-0.0119744	0.249117
0.573	0.0189143	0.249117
0.574	-0.00917281	0.249117
0.575	-0.021447	0.249117
0.576	0.0144654	0.249117
0.577	0.0549559	0.249117
0.578	0.0120318	0.249117
0.579	-0.0257165	0.249117
0.58	-0.0371291	0.249117
0.581	-0.0538435	0.249117
0.582	0.00422426	0.249117
0.583	0.0354221	0.249117
0.584	0.0212678	0.249117
0.585	0.0221195	0.249117
0.586	0.0442131	0.249117
0.587	0.0272728	0.249117
0.588	-0.0419563	0.249117
0.589	-0.066389	0.249117
0.59	-0.0912276	0.249117
0.591	-0.03461	0.249117
0.592	0.0563682	0.249117
0.593	0.112018	0.249117
0.594	0.131074	0.249117
0.595	0.0378537	0.249117
0.596	-0.15168	0.249117
0.597	-0.136507	0.249117
0.598	-0.0283068	0.249117
0.599	0.0290704	0.249117
0.6	0.059357	0.249117
0.601	0.0841767	0.249117
0.602	0.0317172	0.249117
0.603	-0.0625348	0.249117
0.604	-0.0114534	0.249117
0.605	0.0277665	0.249117
0.606	-0.0149396	0.249117
0.607	-0.0539081	0.249117
0.608	-0.0342739	0.249117
0.609	0.0125519	0.249117
0.61	0.060038	0.249117
0.611	0.055226	0.249117
0.612	-0.0043064	0.249117
0.613	-0.0772451	0.249117
0.614	-0.041785	0.249117
0.615	0.0487662	0.249117
0.616	0.0298793	0.249117
0.617	0.0212754	0.249117
0.618	-0.00911561	0.249117
0.619	-0.0588481	0.249117
0.62	-0.0258851	0.249117
0.621	0.0709446	0.249117
0.622	0.0304004	0.249117
0.623	-0.0375895	0.249117
0.624	-0.0521144	0.249117
0.625	-0.0170252	0.249117
0.626	0.0271949	0.249117
0.627	0.0886563	0.249117
0.628	0.0401671	0.249117
0.629	-0.0653672	0.249117
0.63	-0.0750969	0.249117
0.631	-0.0347395	0.249117
0.632	0.0364102	0.249117
0.633	0.0804547	0.249117
0.634	0.0136133	0.249117
0.635	-0.046532	0.249117
0.636	-0.0455758	0.249117
0.637	-0.00446149	0.249117
0.638	0.0696893	0.249117
0.639	0.02758	0.249117
0.64	-0.00581731	0.249117
0.641	-0.0474018	0.249117
0.642	-0.0442318	0.249117
0.643	0.00264587	0.249117
0.644	0.0251059	0.249117
0.645	0.0385626	0.249117
0.646	-0.000906795	0.249117
0.647	-0.0248238	0.249117
0.648	-0.0159218	0.249117
0.649	0.0368973	0.249117
0.65	0.0355035	0.249117
0.651	-0.00967247	0.249117
0.652	-0.0588054	0.249117
0.653	-0.0486704	0.249117
0.654	0.00259715	0.249117
0.655	0.0600221	0.249117
0.656	0.0591606	0.249117
0.657	0.00143439	0.249117
0.658	-0.0485525	0.249117
0.659	-0.0414258	0.249117
0.66	0.00890353	0.249117
0.661	0.0265203	0.249117
0.662	0.00282826	0.249117
0.663	-0.0109417	0.249117
0.664	-0.0166631	0.249117
0.665	0.00576294	0.249117
0.666	0.0486269	0.249117
0.667	-0.00298648	0.249117
0.668	-0.0377465	0.249117
0.669	-0.0200499	0.249117
0.67	0.000859023	0.249117
0.671	0.0397499	0.249117
0.672	0.0262589	0.249117
0.673	-0.0194349	0.249117
0.674	-0.0445154	0.249117
0.675	-0.0316423	0.249117
0.676	0.00711445	0.249117
0.677	0.0675492	0.249117
0.678	0.0525419	0.249117
0.679	-0.0247217	0.249117
0.68	-0.0513062	0.249117
0.681	-0.0269767	0.249117
0.682	-0.00417941	0.249117
0.683	-0.006596	0.249117
0.684	0.0150948	0.249117
0.685	0.0500367	0.249117
0.686	0.0297244	0.249117
0.687	-0.0116496	0.249117
0.688	-0.0191091	0.249117
0.689	-0.0261813	0.249117
0.69	-0.0214481	0.249117
0.691	-0.0229989	0.249117
0.692	-0.0128799	0.249117
0.693	0.0350006	0.249117
0.694	0.0750351	0.249117
0.695	0.0300636	0.249117
0.696	-0.0370182	0.249117
0.697	-0.0265458	0.249117
0.698	-0.0400769	0.249117
0.699	-0.0386217	0.249117
0.7	0.0551093	0.249117
0.701	0.037159	0.249117
0.702	-0.0421932	0.249117
0.703	-0.0157434	0.249117
0.704	0.0222559	0.249117
0.705	0.0226028	0.249117
0.706	0.0178222	0.249117
0.707	0.017467	0.249117
0.708	-0.0142943	0.249117
0.709	-0.0190381	0.249117
0.71	-0.0423692	0.249117
0.711	-0.050419	0.249117
0.712	0.00901009	0.249117
0.713	0.0318432	0.249117
0.714	0.0225441	0.249117
0.715	0.0848042	0.249117
0.716	0.0612392	0.249117
0.717	-0.0401428	0.249117
0.718	-0.127904	0.249117
0.719	-0.083728	0.249117
0.72	0.0417792	0.249117
0.721	0.057674	0.249117
0.722	0.0385163	0.249117
0.723	0.0191167	0.249117
0.724	0.00659586	0.249117
0.725	-0.0457347	0.249117
0.726	-0.0137415	0.249117
0.727	0.0422354	0.249117
0.728	0.0196721	0.249117
0.729	-0.0681335	0.249117
0.73	-0.0696518	0.249117
0.731	0.00462028	0.249117
0.732	0.0723989	0.249117
0.733	0.0844143	0.249117
0.734	0.0391999	0.249117
0.735	-0.0486433	0.249117
0.736	-0.0811089	0.249117
0.737	-0.0493889	0.249117
0.738	0.00189789	0.249117
0.739	0.0486616	0.249117
0.74	0.0160606	0.249117
0.741	-0.0113446	0.249117
0.742	0.0279715	0.249117
0.743	0.0412771	0.249117
0.744	-0.000176729	0.249117
0.745	-0.0379609	0.249117
0.746	-0.0382513	0.249117
0.747	-0.0392127	0.249117
0.748	0.00941992	0.249117
0.749	0.0529212	0.249117
0.75	0.00622128	0.249117
0.751	-0.010574	0.249117
0.752	0.0174136	0.249117
0.753	0.029055	0.249117
0.754	-0.0175934	0.249117
0.755	-0.0506419	0.249117
0.756	-0.0214282	0.249117
0.757	0.047635	0.249117
0.758	0.026538	0.249117
0.759	-0.00933138	0.249117
0.76	-0.0240351	0.249117
0.761	-0.0239694	0.249117
0.762	-0.0295391	0.249117
0.763	0.0204966	0.249117
0.764	0.0346645	0.249117
0.765	0.0572593	0.249117
0.766	0.0345773	0.249117
0.767	-0.0198379	0.249117
0.768	-0.0577603	0.249117
0.769	-0.0831328	0.249117
0.77	-0.0402905	0.249117
0.771	0.028297	0.249117
0.772	0.0692667	0.249117
0.773	0.0668495	0.249117
0.774	0.0362966	0.249117
0.775	0.00370458	0.249117
0.776	-0.0733482	0.249117
0.777	-0.0929201	0.249117
0.778	0.00185648	0.249117
0.779	0.0301389	0.249117
0.78	0.0461931	0.249117
0.781	0.0382678	0.249117
0.782	0.00803213	0.249117
0.783	-0.0252538	0.249117
0.784	-0.0495369	0.249117
0.785	-0.0486249	0.249117
0.786	-0.00664298	0.249117
0.787	0.0612549	0.249117
0.788	0.0893516	0.249117
0.789	0.0383099	0.249117
0.79	-0.0226655	0.249117
0.791	-0.111551	0.249117
0.792	-0.0686805	0.249117
0.793	0.018801	0.249117
0.794	0.0394826	0.249117
0.795	0.0154771	0.249117
0.796	0.0385788	0.249117
0.797	0.00212113	0.249117
0.798	0.0131442	0.249117
0.799	0.0190089	0.249117
0.8	-0.00576076	0.249117
0.801	-0.0436696	0.249117
0.802	-0.0678774	0.249117
0.803	-0.0130552	0.249117
0.804	0.0412556	0.249117
0.805	0.037365	0.249117
0.806	0.0281998	0.249117
0.807	0.0120719	0.249117
0.808	-0.0121461	0.249117
0.809	-0.0185199	0.249117
0.81	-0.014329	0.249117
0.811	-0.0272641	0.249117
0.812	-0.00369203	0.249117
0.813	-0.00648079	0.249117
0.814	0.0233145	0.249117
0.815	0.0297828	0.249117
0.816	0.0376299	0.249117
0.817	0.0225383	0.249117
0.818	-0.0555186	0.249117
0.819	-0.0530339	0.249117
0.82	0.00607446	0.249117
0.821	-0.0194409	0.249117
0.822	0.0265904	0.249117
0.823	0.0147452	0.249117
0.824	0.0224092	0.249117
0.825	0.00831877	0.249117
0.826	-0.0192306	0.249117
0.827	0.0364512	0.249488
0.828	0.0332201	0.249117
0.829	-0.0447563	0.249488
0.83	-0.0846711	0.249117
0.831	-0.0531632	0.249117
0.832	0.0346413	0.249488
0.833	0.0811851	0.249117
0.834	0.0350411	0.249117
0.835	0.0184466	0.249117
0.836	0.00743435	0.249117
0.837	-0.0374894	0.249117
0.838	-0.0567234	0.249117
0.839	-0.00998604	0.249117
0.84	0.0111568	0.249117
0.841	-0.021112	0.249117
0.842	0.0256138	0.249488
0.843	0.0326522	0.249117
0.844	0.0255985	0.249117
0.845	-0.00444223	0.249117
0.846	-0.0210718	0.249117
0.847	-0.0263505	0.249117
0.848	-0.0174223	0.249117
0.849	0.0306352	0.249117
0.85	0.0285517	0.249117
0.851	-0.0248303	0.249117
0.852	-0.0194199	0.249117
0.853	0.0122818	0.249117
0.854	-0.00687742	0.249117
0.855	0.0189737	0.249117
0.856	0.0215429	0.249117
0.857	-0.0297384	0.249117
0.858	-0.0185543	0.249117
0.859	0.0291419	0.249117
0.86	0.00203107	0.249117
0.861	0.00255297	0.249117
0.862	-0.0207151	0.249117
0.863	-0.0501062	0.249117
0.864	0.00154614	0.249117
0.865	0.0671756	0.249117
0.866	0.0824581	0.249117
0.867	-0.00337925	0.249117
0.868	-0.0823926	0.249117
0.869	-0.105255	0.249117
0.87	-0.0284618	0.249117
0.871	0.105269	0.249117
0.872	0.0976791	0.249117
0.873	0.0133932	0.249117
0.874	-0.049945	0.249117
0.875	-0.0606104	0.249117
0.876	-0.0242211	0.249117
0.877	0.000314121	0.249117
0.878	0.0358063	0.249117
0.879	0.0214781	0.249117
0.88	-0.0358022	0.249117
0.881	-0.00207408	0.249117
0.882	0.0560161	0.249117
0.883	0.0593187	0.249117
0.884	-0.0173652	0.249117
0.885	-0.117343	0.249117
0.886	-0.0455066	0.249117
0.887	0.0177804	0.249117
0.888	0.0411771	0.249117
0.889	0.10194	0.249117
0.89	0.041032	0.249117
0.891	-0.0713188	0.249117
0.892	-0.10159	0.249117
0.893	-0.0176488	0.249117
0.894	0.0277683	0.249117
0.895	0.0758061	0.249117
0.896	0.0278183	0.249117
0.897	-0.0658625	0.249117
0.898	0.0137149	0.249117
0.899	0.062513	0.249117
0.9	-0.0111393	0.249117
0.901	-0.0697402	0.249117
0.902	-0.0672052	0.249117
0.903	-0.0153382	0.249117
0.904	0.0648204	0.249117
0.905	0.0784286	0.249117
0.906	0.0594056	0.249117
0.907	-0.0437798	0.249117
0.908	-0.0714694	0.249117
0.909	-0.0214302	0.249117
0.91	0.0379458	0.249117
0.911	0.0230856	0.249117
0.912	-0.0500434	0.249117
0.913	-0.0407439	0.249117
0.914	0.0147948	0.249117
0.915	0.0321006	0.249117
0.916	0.0693698	0.249117
0.917	0.0348899	0.249117
0.918	-0.056673	0.249117
0.919	-0.073121	0.249117
0.92	0.0068627	0.249117
0.921	0.0782285	0.249117
